,location,society,total_sqft,bath,balcony,price,bedrooms
11550,other,StwarSi,1330.0,3.0,2.0,65.0,3
11552,BTM 2nd Stage,Catle C,1400.0,2.0,3.0,90.0,2
11554,Kanakpura Road,PuandHi,1700.0,3.0,2.0,75.0,3
11555,Kasavanhalli,Bhensa ,1585.0,2.0,2.0,90.0,2
11557,Electronic City,Prarkun,1128.0,2.0,1.0,67.0,2
11560,HSR Layout,VaiewV ,1203.0,2.0,2.0,60.0,2
11561,other,Shbhi S,905.0,2.0,1.0,35.0,2
11562,Hennur Road,Orens G,1450.0,3.0,2.0,79.0,3
11563,Varthur,MKllei ,1105.0,2.0,3.0,38.0,2
11565,Jalahalli,Vanami ,1530.0,2.0,3.0,89.0,3
11566,Whitefield,SMuilan,1105.0,2.0,1.0,35.4,2
11567,Dasarahalli,KSliaor,1333.0,2.0,1.0,78.56,2
11571,Old Madras Road,Saesttt,1530.0,3.0,2.0,76.34,3
11573,Whitefield,BrlisCo,1270.0,2.0,1.0,94.0,2
11574,Bellandur,OriewLa,1830.0,3.0,3.0,89.0,3
11576,Attibele,AGoutLa,2400.0,2.0,2.0,250.0,4
11578,Bannerghatta Road,SNity S,1450.0,2.0,2.0,78.0,3
11582,Begur Road,Dhalsh ,1200.0,2.0,2.0,44.4,2
11583,Bommanahalli,SNeur G,1355.0,2.0,0.0,73.17,2
11587,Electronic City,GMown E,1070.0,2.0,1.0,57.0,2
11588,CV Raman Nagar,Pu270a ,1980.0,4.0,1.0,180.0,3
11589,Bommasandra,Niara S,842.0,2.0,2.0,30.0,2
11590,Bannerghatta Road,Baanise,700.0,1.0,1.0,31.2,1
11593,other,Chntsat,1100.0,2.0,2.0,75.0,2
11594,Raja Rajeshwari Nagar,GrrvaGr,1196.0,2.0,2.0,40.54,2
11595,Budigere,PrityTr,1820.0,3.0,2.0,85.0,3
11597,Thanisandra,MenueNo,1185.0,2.0,2.0,43.5,2
11599,Whitefield,Priew P,1220.0,2.0,1.0,89.0,2
11600,Whitefield,Sonviik,1116.0,2.0,3.0,51.91,2
11601,other,HMinebo,1192.0,2.0,3.0,75.0,2
11602,Marathahalli,NCenega,1449.0,3.0,2.0,110.0,3
11603,Ardendale,Somus A,2500.0,3.0,1.0,250.0,3
11604,Electronic City,BrnoxEq,1700.0,3.0,2.0,90.0,3
11605,Hebbal,Mahosya,1920.0,3.0,2.0,150.0,3
11609,Hoodi,Hahtsde,1447.0,3.0,2.0,76.0,2
11610,Kanakpura Road,Soazak ,1329.0,2.0,1.0,107.0,2
11611,Sarjapur  Road,Esatea ,1314.0,2.0,2.0,70.44,3
11614,Hosa Road,Sosisic,1513.0,3.0,1.0,103.0,3
11616,Vittasandra,Prlla C,1246.0,2.0,1.0,67.5,2
11618,Dasarahalli,Syonyph,1220.0,2.0,2.0,62.0,2
11621,Kasavanhalli,Bhensa ,1245.0,2.0,2.0,80.0,2
11622,other,GKiewke,1495.0,2.0,1.0,63.0,3
11624,Gollarapalya Hosahalli,Mauner ,996.0,2.0,2.0,36.5,2
11626,other,SuntsAp,1250.0,2.0,3.0,75.0,2
11627,Chandapura,SunceEs,975.0,2.0,1.0,24.86,2
11628,Thanisandra,Pronyt ,1261.0,2.0,1.0,80.0,3
11629,Electronics City Phase 1,Raenti ,1080.0,2.0,2.0,46.0,2
11630,other,HoDewy ,1230.0,2.0,1.0,50.0,2
11632,Bommasandra,SSestth,1260.0,3.0,1.0,49.36,3
11633,HSR Layout,PuontFa,1590.0,2.0,2.0,135.0,3
11634,Horamavu Agara,Suise S,1220.0,2.0,2.0,39.0,2
11635,Electronic City Phase II,Sryalan,1320.0,2.0,1.0,38.12,3
11636,Green Glen Layout,Solia D,1750.0,3.0,2.0,105.0,3
11637,Whitefield,Iseenst,1436.0,2.0,3.0,62.15,3
11640,Varthur,Caiseur,1560.0,3.0,2.0,90.0,3
11642,other,Indanrt,1275.0,2.0,2.0,59.0,2
11644,Bellandur,BhreeBa,2400.0,3.0,2.0,115.0,3
11646,Kaggalipura,AxvamTa,3150.0,5.0,1.0,212.0,4
11647,Karuna Nagar,CoinoCu,1960.0,3.0,2.0,165.0,3
11648,JP Nagar,Brnumnn,3200.0,5.0,3.0,309.0,4
11649,Yeshwanthpur,Vatra N,1195.0,2.0,2.0,100.0,2
11650,Yelahanka,Neite T,1195.0,2.0,0.0,53.105,2
11653,other,Prowshi,4304.0,4.0,2.0,699.0,4
11655,Sarjapur  Road,Supleon,2100.0,3.0,2.0,130.0,3
11657,Kudlu,Srrnasa,1027.0,2.0,1.0,44.0,2
11658,Whitefield,Leuseut,1575.0,4.0,3.0,250.0,4
11659,Bommasandra,SSestth,1365.0,3.0,1.0,52.82,3
11660,Yelahanka New Town,KHatsFl,650.0,1.0,1.0,18.0,1
11663,7th Phase JP Nagar,LencyRe,1075.0,2.0,1.0,57.0,3
11664,Banashankari,SuentAp,1100.0,2.0,1.0,63.0,2
11666,Kammasandra,Daden G,1500.0,3.0,2.0,65.0,3
11669,Vittasandra,Prlla C,1246.0,2.0,1.0,67.5,2
11670,Bhoganhalli,Rosha I,1718.0,3.0,2.0,90.2,3
11671,Bisuvanahalli,Prityel,1075.0,2.0,1.0,32.0,3
11678,Hosur Road,Kelmsoy,1685.0,3.0,1.0,90.0,3
11679,other,KSidems,1180.0,2.0,2.0,65.0,2
11680,other,BadorSp,1200.0,2.0,1.0,60.0,2
11682,Kanakpura Road,PrarePa,900.0,2.0,1.0,41.0,2
11683,other,BhisePa,1000.0,2.0,1.0,45.0,2
11686,Vittasandra,Prlla C,1404.0,2.0,1.0,70.0,2
11687,Ramagondanahalli,DNeremo,1610.0,2.0,2.0,115.0,3
11688,Varthur,Unris E,1760.0,2.0,1.0,85.0,2
11690,other,Adarkya,1190.0,2.0,2.0,42.0,2
11692,Rajaji Nagar,PhestOn,2415.0,3.0,2.0,399.0,3
11693,Gunjur,BMineis,1235.0,2.0,2.0,44.5,2
11694,other,TNnumla,1275.0,2.0,3.0,55.0,2
11696,Harlur,Prncyrn,1197.0,2.0,1.0,76.0,2
11697,Begur Road,Pruthg ,644.0,1.0,1.0,32.0,1
11699,Neeladri Nagar,SKisyDa,1105.0,2.0,2.0,30.0,2
11704,Hormavu,ARaveSa,1206.0,2.0,1.0,55.0,2
11705,Choodasandra,MJiyayl,1560.0,3.0,2.0,78.0,3
11706,7th Phase JP Nagar,Brnia G,750.0,1.0,2.0,47.0,1
11707,Billekahalli,Chuti S,1035.0,2.0,2.0,90.0,2
11709,Sarjapur  Road,SJityaz,702.0,1.0,0.0,35.8,1
11715,Yelahanka New Town,SLhidOr,1426.0,2.0,2.0,61.5,3
11716,Green Glen Layout,Sortz Q,1885.0,3.0,2.0,135.0,3
11717,Old Madras Road,SheldGr,935.0,2.0,0.0,37.77,2
11718,Old Madras Road,Saesttt,1171.0,2.0,2.0,73.0,2
11720,Budigere,PrityTr,1820.0,3.0,2.0,95.0,3
11721,Raja Rajeshwari Nagar,GrrvaGr,1580.0,2.0,2.0,66.85,3
11722,Whitefield,SMuilan,1452.0,2.0,2.0,46.29,3
11723,Hennur Road,Mileeou,1445.0,2.0,1.0,89.56,3
11724,other,Meines ,1170.0,2.0,1.0,39.0,2
11726,Kanakpura Road,PrarePa,1100.0,3.0,2.0,53.0,3
11728,Rachenahalli,NRniad ,2600.0,3.0,2.0,160.0,3
11729,other,ALtonea,1532.0,3.0,2.0,59.75,3
11731,Jakkur,HRaniIb,1473.0,2.0,1.0,85.0,2
11732,other,Prone M,1350.0,3.0,2.0,80.99,3
11733,other,Prigh L,4040.0,4.0,0.0,500.0,4
11734,CV Raman Nagar,Pu270a ,1980.0,4.0,2.0,166.0,3
11735,Hoodi,GoAirej,1660.0,3.0,2.0,128.0,3
11738,Neeladri Nagar,Coleyli,4000.0,5.0,2.0,425.0,5
11739,Malleshwaram,Sariaat,2475.0,4.0,3.0,340.0,3
11741,other,Esncyth,1080.0,2.0,1.0,48.0,2
11742,Electronic City,Elodsre,1521.0,2.0,2.0,57.5,3
11743,other,GRvasth,1053.0,2.0,0.0,51.0,2
11744,Binny Pete,Shestlo,2406.0,5.0,2.0,289.0,3
11747,Thanisandra,MenueNo,1430.0,2.0,2.0,51.48,3
11752,Uttarahalli,SBiewid,1000.0,2.0,2.0,39.5,2
11753,Bannerghatta Road,Guranya,1630.0,3.0,3.0,68.0,3
11754,Kammasandra,Pre 1ri,985.0,2.0,1.0,40.5,2
11755,BTM 2nd Stage,Chaldi ,1200.0,2.0,2.0,70.0,2
11757,other,Amsomun,1670.0,3.0,2.0,59.0,3
11759,Sarjapur  Road,Saacesa,1240.0,4.0,0.0,110.0,4
11760,other,AsensGa,1000.0,2.0,2.0,60.0,2
11764,Begur Road,Pruthg ,2500.0,6.0,0.0,122.5,4
11765,Haralur Road,RInceeg,1140.0,2.0,2.0,43.0,2
11766,Nagarbhavi,Deens G,1635.0,3.0,3.0,85.0,3
11769,other,Saitya ,1760.0,3.0,2.0,185.0,3
11770,Harlur,SrEndPo,2137.0,3.0,2.0,110.0,3
11771,Hennur Road,Koagati,973.0,2.0,1.0,50.74,2
11772,Kundalahalli,Dieldli,1724.0,3.0,1.0,146.0,3
11776,Kambipura,Prrtht ,883.0,2.0,1.0,49.0,2
11778,Ramagondanahalli,DNeremo,2787.0,5.0,2.0,220.0,4
11779,other,Grmes L,1470.0,2.0,3.0,60.0,3
11780,Electronics City Phase 1,DSrry S,891.0,2.0,1.0,24.95,2
11782,Kothanur,Somumys,1787.0,3.0,2.0,120.0,3
11784,Sarjapur  Road,Adeatlm,1320.0,2.0,2.0,110.0,2
11785,Yeshwanthpur,Aroomba,1692.0,3.0,3.0,108.0,3
11786,Bannerghatta Road,SNity S,1400.0,3.0,2.0,69.0,3
11788,Whitefield,Sparam ,1370.0,2.0,2.0,56.0,2
11789,other,MNtha A,1602.0,3.0,2.0,56.0,3
11791,other,Srg Bnc,675.0,1.0,1.0,35.0,1
11792,Chikka Tirupathi,Theanmp,3250.0,4.0,2.0,136.0,4
11793,Whitefield,Prarat ,1050.0,2.0,3.0,43.0,2
11794,other,Srigmsw,1035.0,2.0,1.0,42.5,2
11795,Sarjapur  Road,MJinele,1200.0,2.0,2.0,44.0,3
11796,Sarjapur  Road,Saitya ,1800.0,3.0,2.0,128.0,3
11797,Green Glen Layout,Prodsm ,1625.0,3.0,2.0,70.0,3
11798,Electronics City Phase 1,DSsicky,1032.0,2.0,1.0,31.99,2
11799,Whitefield,Asarqz ,1496.0,2.0,1.0,71.81,3
11802,Electronic City Phase II,Sryalan,1125.0,2.0,1.0,32.63,2
11803,other,MSadeed,1555.0,3.0,3.0,73.0,3
11804,other,Srncy R,1025.0,2.0,1.0,42.0,2
11805,Hennur Road,Puachal,1482.0,2.0,1.0,83.73,3
11807,other,Prdowth,900.0,2.0,1.0,44.5,2
11808,Yelahanka,Rarthne,1355.0,2.0,3.0,75.0,3
11811,other,AritaFe,1563.0,3.0,2.0,63.0,3
11817,Marathahalli,Prionad,1360.0,2.0,1.0,101.0,2
11818,Hegde Nagar,Golmsn ,1835.0,3.0,3.0,88.0,3
11819,Rachenahalli,NRodsen,1756.0,3.0,2.0,110.0,3
11820,8th Phase JP Nagar,MBodsen,1296.0,2.0,2.0,51.83,3
11821,Haralur Road,NDionas,1300.0,2.0,1.0,75.0,2
11822,Anandapura,ViensRK,1141.0,2.0,1.0,50.0,2
11824,Electronic City,DSgmax ,1210.0,2.0,1.0,55.0,2
11825,Hormavu,Savar S,1310.0,2.0,2.0,67.0,2
11827,Magadi Road,Vrenty ,1187.0,2.0,0.0,55.195,3
11828,Gubbalala,MauilTr,1745.0,3.0,2.0,140.0,3
11832,Electronic City Phase II,Sryalan,1140.0,2.0,1.0,34.0,2
11833,Varthur,Vaensia,1210.0,2.0,2.0,54.0,2
11835,Sarjapur,DSousyl,633.0,1.0,1.0,17.09,1
11836,other,Prowsi ,485.0,1.0,1.0,19.5,1
11837,Varthur,DSingSt,1112.0,2.0,2.0,40.0,2
11839,Sarjapur  Road,Adeatlm,2275.0,4.0,2.0,187.0,3
11840,other,BrlonAv,1419.0,3.0,2.0,85.0,3
11843,Kundalahalli,Dieldli,1047.0,2.0,2.0,91.0,2
11844,Thanisandra,Soitya ,1884.0,4.0,2.0,117.0,3
11846,Bannerghatta Road,SNity S,905.0,2.0,1.0,58.0,2
11847,JP Nagar,Brwernn,1500.0,2.0,1.0,108.0,3
11852,Hennur Road,Maity W,1305.0,2.0,1.0,77.0,3
11853,Billekahalli,Asity S,1125.0,2.0,1.0,65.0,2
11854,other,Raave E,865.0,2.0,2.0,33.0,2
11855,Jigani,DLhtsen,1245.0,3.0,3.0,66.0,3
11857,other,Ozquaba,1145.0,2.0,2.0,60.0,3
11858,AECS Layout,Concyvi,2000.0,3.0,1.0,90.0,3
11859,Hosa Road,Skume R,625.0,1.0,1.0,43.68,1
11860,Kundalahalli,Dieldli,1724.0,3.0,2.0,128.0,3
11862,Sarjapur  Road,Shthi S,1270.0,2.0,1.0,54.0,3
11864,Jakkur,ArndsSk,1485.0,3.0,2.0,72.0,3
11870,Ambedkar Nagar,SoechHa,1950.0,4.0,2.0,120.0,3
11871,Yelahanka,Pyikad ,1756.0,3.0,2.0,125.0,3
11873,Chandapura,SuVue S,520.0,1.0,1.0,14.04,1
11874,other,Jyavet ,1025.0,2.0,1.0,48.0,2
11877,Sarjapur  Road,Adeatlm,3335.0,4.0,3.0,300.0,4
11879,Begur,Arera V,1411.0,2.0,2.0,60.0,3
11880,Kanakpura Road,SPthara,1320.0,2.0,1.0,39.6,3
11881,other,Srentea,1320.0,2.0,0.0,50.0,2
11883,Kalena Agrahara,Prillot,1804.0,3.0,2.0,155.0,3
11884,HSR Layout,NRosete,1140.0,2.0,2.0,46.0,2
11886,Hebbal,Prersis,2375.0,4.0,2.0,189.0,4
11890,Thanisandra,Bhmesy ,965.0,2.0,1.0,54.0,2
11891,Lingadheeranahalli,Soiewre,1684.0,3.0,1.0,120.0,3
11892,Hennur Road,MItatHa,1672.0,3.0,2.0,86.0,3
11893,Panathur,Saite G,1075.0,2.0,2.0,60.0,2
11894,Sarjapur,PulokPu,1500.0,5.0,2.0,95.0,3
11896,Hebbal,Mahosya,1420.0,2.0,1.0,99.26,2
11898,Yeshwanthpur,IBityin,1169.0,2.0,2.0,64.08,2
11899,Devanahalli,Cerdsga,1290.0,2.0,1.0,62.0,3
11902,Mysore Road,Brama P,1500.0,3.0,2.0,70.0,3
11905,Electronic City Phase II,Sryalan,1310.0,2.0,1.0,37.84,3
11907,other,E onsg ,2150.0,3.0,0.0,170.0,3
11914,Sarjapur  Road,Usquaya,1025.0,2.0,2.0,45.5,2
11916,Electronic City,GMown E,1070.0,2.0,1.0,60.0,2
11917,Begur,Prorath,815.0,2.0,1.0,40.0,2
11918,Kanakpura Road,SoestSu,2000.0,3.0,3.0,105.0,3
11921,other,Toodyit,5667.5,5.0,0.0,300.0,4
11924,Hegde Nagar,Sotosty,3500.0,5.0,2.0,450.0,4
11930,KR Puram,LVniaar,1205.0,2.0,1.0,45.79,2
11931,other,Reicace,1368.0,2.0,3.0,87.0,2
11936,Yelahanka,Juclend,1408.0,2.0,2.0,58.0,2
11938,other,Sariana,1507.0,3.0,1.0,80.0,3
11941,other,Pathira,960.0,2.0,3.0,50.0,2
11942,other,BSian M,1021.0,2.0,2.0,46.0,2
11943,Hegde Nagar,SoisoCa,2162.03,4.0,2.0,129.0,3
11944,Channasandra,Unm 2El,1065.0,2.0,1.0,36.0,2
11945,Attibele,Jae 2hu,400.0,1.0,1.0,10.25,1
11946,Bannerghatta Road,SNity S,1465.0,2.0,1.0,75.0,3
11947,Kanakpura Road,PrarePa,900.0,2.0,1.0,41.0,2
11948,Marathahalli,Vaoodar,1800.0,3.0,2.0,95.0,3
11949,other,IDldsin,1175.0,2.0,2.0,83.0,2
11952,other,BSiumly,1050.0,2.0,0.0,59.0,2
11953,Electronic City Phase II,Sryalan,1400.0,2.0,2.0,40.43,3
11954,Indira Nagar,Goyalir,1650.0,3.0,1.0,150.0,3
11955,KR Puram,Srystme,1827.0,3.0,2.0,97.0,3
11956,Thanisandra,Soitya ,1930.0,4.0,2.0,122.0,3
11957,Mysore Road,PrawnRa,883.0,2.0,1.0,37.0,2
11961,Kanakapura,SPavenc,1290.0,2.0,3.0,38.69,3
11966,other,Vahid O,2400.0,3.0,0.0,200.0,4
11967,Munnekollal,Sadhii ,1200.0,2.0,1.0,57.9,3
11968,JP Nagar,RaosePr,1520.0,3.0,2.0,125.0,3
11969,Thanisandra,Bhe 2ko,777.0,1.0,0.0,38.46,1
11970,EPIP Zone,BrontLa,2710.0,3.0,2.0,177.0,3
11971,Kenchenahalli,AriosPa,1150.0,2.0,2.0,57.0,2
11973,other,RSntsja,1200.0,2.0,3.0,110.0,3
11974,Hebbal,Oztarol,1252.0,2.0,1.0,92.0,2
11975,Marathahalli,Vaoodar,1650.0,3.0,2.0,85.0,3
11976,Marathahalli,Aantspa,1270.0,2.0,2.0,80.0,2
11977,Tumkur Road,Sahtsva,992.0,2.0,1.0,70.0,2
11980,Bisuvanahalli,Prityel,1075.0,2.0,1.0,41.49,3
11982,Electronic City,MAnceun,1190.0,2.0,1.0,42.0,2
11984,Sarjapur  Road,Ascid P,1814.0,3.0,3.0,63.0,3
11985,other,Malah A,1400.0,3.0,2.0,98.0,3
11987,other,Vauna F,1344.0,2.0,0.0,56.0,3
11988,Whitefield,Prrry M,5400.0,5.0,3.0,475.0,4
11989,Kanakpura Road,PuandHi,1843.0,3.0,2.0,95.0,3
11990,other,SoasaSa,1138.0,2.0,1.0,32.0,2
11991,other,Ablmsol,1495.0,2.0,2.0,70.0,3
11992,Electronic City,Itelaa ,880.0,2.0,1.0,19.0,2
11993,Whitefield,Alsta F,1396.0,3.0,1.0,74.0,3
11994,other,BrlisMe,1610.0,2.0,3.0,119.0,3
11996,other,Shont F,1410.0,2.0,2.0,43.71,3
11999,Yelahanka,Rarthne,1104.0,2.0,2.0,58.0,2
12000,Hennur Road,Orens G,1165.0,2.0,1.0,67.0,2
12002,Hormavu,Savar S,1310.0,2.0,3.0,60.0,2
12006,other,PrianM ,2240.0,3.0,2.0,300.0,3
12007,Electronic City,DSgmax ,1150.0,2.0,1.0,38.08,2
12008,Thanisandra,DSity S,2019.0,3.0,1.0,70.67,3
12009,Varthur,Hirio L,986.0,2.0,1.0,31.0,2
12013,Gollarapalya Hosahalli,Mauner ,1318.0,3.0,2.0,56.0,3
12014,Yelahanka,DSeak S,1325.0,2.0,2.0,58.0,3
12015,Kereguddadahalli,N iewak,800.0,2.0,1.0,33.0,2
12018,other,ShshaSa,1010.0,2.0,1.0,52.0,2
12019,Banashankari,Goeesem,1260.0,2.0,3.0,75.0,2
12021,other,Asncy P,1520.0,3.0,1.0,165.0,3
12024,Harlur,Prncyrn,1197.0,2.0,1.0,75.0,2
12027,Thanisandra,Pronyt ,1241.0,2.0,1.0,68.0,3
12028,other,ItAnuna,1567.0,2.0,3.0,62.0,3
12029,Kasavanhalli,Salisal,1747.0,3.0,1.0,110.0,3
12030,Ramagondanahalli,ViistLa,1475.0,2.0,2.0,55.0,3
12033,Hennur Road,Koagati,980.0,2.0,1.0,51.0,2
12034,Dasanapura,Tavenew,966.0,2.0,1.0,58.0,2
12035,other,Leton A,2360.0,3.0,2.0,185.0,4
12036,Sarjapur  Road,AsastDe,1112.0,2.0,1.0,62.0,2
12038,other,VDdonel,1760.0,3.0,3.0,90.0,3
12039,Hennur,Bront A,1830.0,2.0,3.0,113.0,3
12040,Yelahanka,Masser ,1175.0,2.0,1.0,67.77,2
12041,Whitefield,SSthamh,1175.0,2.0,1.0,41.0,2
12043,Hennur Road,Puachal,1232.0,2.0,1.0,80.0,2
12044,5th Phase JP Nagar,Rewelav,1010.0,2.0,2.0,57.0,2
12045,Sarjapur  Road,VHinoel,1273.0,2.0,2.0,60.0,2
12046,Battarahalli,PaontWa,1590.0,2.0,2.0,102.0,2
12047,other,Myitece,1100.0,2.0,1.0,58.5,2
12048,Electronic City Phase II,Brods W,1252.0,2.0,1.0,65.0,3
12049,1st Phase JP Nagar,Prhtsok,2615.0,5.0,3.0,222.0,4
12053,Harlur,Prncyrn,1755.0,3.0,2.0,117.0,3
12054,Electronic City Phase II,Rie 2ri,1135.0,2.0,2.0,46.0,2
12059,Ambedkar Nagar,Thessrm,3500.0,4.0,2.0,550.0,4
12061,Kanakpura Road,PrarePa,1100.0,2.0,1.0,53.0,3
12063,other,Saionl ,1236.0,2.0,1.0,50.0,2
12065,KR Puram,SancyRe,1075.0,2.0,2.0,32.25,2
12069,Kadugodi,MSingco,1150.0,2.0,2.0,42.0,2
12071,Hennur Road,GSideS ,1085.0,2.0,1.0,43.4,2
12072,Hebbal Kempapura,Goateds,1785.0,3.0,0.0,165.0,3
12073,Malleshwaram,Sariaat,2475.0,4.0,3.0,300.0,3
12074,Thanisandra,Soitya ,1930.0,4.0,2.0,120.0,3
12079,Bannerghatta Road,SNity S,1920.0,3.0,3.0,122.0,3
12081,Thanisandra,Bhmesy ,760.0,1.0,2.0,50.4,1
12082,Sahakara Nagar,Kencyes,1201.0,2.0,3.0,80.0,2
12083,Electronic City,Prarkun,1615.0,3.0,2.0,97.0,3
12085,Budigere,PrityTr,1991.0,4.0,2.0,100.0,3
12086,Kasavanhalli,HMonymp,1377.0,2.0,2.0,80.0,2
12087,other,LeDuvMy,2880.0,3.0,2.0,560.0,3
12088,other,Pudgear,1892.0,3.0,2.0,200.0,3
12089,other,HMqueu ,2176.0,3.0,3.0,348.0,3
12090,Thanisandra,Bhe 2ko,663.0,1.0,0.0,32.82,1
12092,Talaghattapura,Toreeic,3554.0,4.0,1.0,340.0,3
12093,Thanisandra,MenueNo,1260.0,2.0,1.0,45.5,2
12094,other,PSterAs,1095.0,2.0,1.0,39.0,2
12096,Seegehalli,Sriferi,1176.0,2.0,2.0,50.0,2
12097,Thanisandra,Soitya ,1801.0,3.0,2.0,115.0,3
12099,Parappana Agrahara,Peide L,1194.0,2.0,2.0,46.0,2
12101,Uttarahalli,JPismPr,1308.0,2.0,3.0,53.0,3
12102,Sarjapur  Road,AdlasRe,4250.0,4.0,2.0,610.0,4
12103,Thanisandra,Soitya ,1806.0,6.0,2.0,116.0,3
12105,Hoodi,EsaceLe,2144.0,3.0,2.0,140.0,3
12106,Hoskote,Corus C,1065.0,2.0,3.0,33.75,2
12107,Balagere,Soresea,1205.0,2.0,1.0,67.0,2
12108,Uttarahalli,SLnssPr,1160.0,2.0,2.0,40.58,2
12110,Parappana Agrahara,Peide L,1194.0,2.0,2.0,47.0,2
12114,Iblur Village,Emine P,3633.0,5.0,1.0,335.0,4
12115,Kanakpura Road,PuandHi,1843.0,3.0,2.0,90.0,3
12117,Thubarahalli,SaodsGr,1885.0,3.0,2.0,85.52,3
12120,other,BSersTo,1126.0,2.0,1.0,39.4,2
12121,other,MJeusyl,1357.0,2.0,2.0,59.0,3
12122,Whitefield,SMuilan,1451.0,2.0,2.0,46.4,3
12124,Hennur Road,Mileeou,950.0,2.0,1.0,55.0,2
12125,Bellandur,Srure S,960.0,2.0,2.0,48.0,2
12127,Kaggalipura,AxvamTa,2200.0,4.0,1.0,150.0,3
12128,Ambalipura,Dimes E,1607.0,2.0,2.0,112.0,3
12129,Kanakpura Road,PrarePa,900.0,2.0,1.0,46.29,2
12130,other,ViortCo,1080.0,2.0,2.0,38.0,2
12132,Hosa Road,Pamesy ,1708.0,3.0,0.0,64.05,4
12134,Bellandur,Krala D,1690.0,2.0,2.0,116.0,3
12137,Haralur Road,RInceeg,1243.0,2.0,2.0,46.0,2
12139,Electronic City Phase II,Sryalan,1165.0,2.0,1.0,33.64,2
12141,Parappana Agrahara,Peide L,1194.0,2.0,2.0,47.0,2
12142,Old Madras Road,Brglede,1630.0,3.0,2.0,110.0,3
12143,Whitefield,ARipsul,1063.0,2.0,1.0,42.52,2
12144,other,ALtonea,1025.0,2.0,1.0,39.98,2
12146,Kanakpura Road,Soazak ,1299.0,2.0,1.0,89.63,2
12147,Panathur,Diarknt,1343.0,2.0,1.0,76.0,2
12149,other,ShnyeSy,1524.0,2.0,3.0,72.0,3
12150,Lingadheeranahalli,Soiewre,2236.0,4.0,2.0,153.0,4
12154,Balagere,Soresea,1205.0,2.0,1.0,79.0,2
12159,other,Sothadr,1950.2,3.0,2.0,261.0,3
12160,Sarjapur  Road,AsastDe,1157.0,2.0,1.0,69.0,3
12161,Kanakapura,GoityEt,825.0,1.0,0.0,35.475,1
12162,Sarjapur  Road,Usquaya,1000.0,2.0,2.0,40.0,2
12163,Yelahanka,Prensya,602.0,1.0,1.0,33.0,1
12165,Hoodi,GoAirej,1108.0,2.0,0.0,66.46,2
12168,Raja Rajeshwari Nagar,GrrvaGr,1196.0,2.0,2.0,40.54,2
12169,Kanakpura Road,Maionus,850.0,1.0,1.0,37.32,1
12170,other,Sothadr,2171.66,3.0,2.0,298.0,3
12171,other,SoersTo,900.0,2.0,1.0,40.0,2
12172,Kudlu,GKityel,720.0,1.0,1.0,33.0,1
12173,Thanisandra,Bhmesy ,1573.0,3.0,2.0,115.0,3
12174,Sarjapur  Road,Ahriaup,1026.0,2.0,1.0,60.8,2
12176,Electronic City Phase II,Sryalan,1400.0,2.0,2.0,40.44,3
12178,Sarjapur  Road,Shthi S,1150.0,2.0,1.0,48.5,2
12180,Malleshwaram,Seardac,2400.0,3.0,2.0,380.0,3
12182,Kothanur,Somumys,1790.0,3.0,2.0,105.0,3
12183,Ramagondanahalli,SVovelm,1125.0,2.0,2.0,75.0,2
12184,Hennur,Exitym ,1830.5,3.0,0.0,84.205,3
12185,Marathahalli,Spsic C,1100.0,2.0,1.0,50.0,2
12187,other,Shidei ,1105.0,2.0,2.0,57.0,2
12188,Thanisandra,Juaxyan,1110.0,2.0,2.0,46.5,2
12189,Dasanapura,Tavenew,708.0,1.0,1.0,41.0,1
12192,Thigalarapalya,Prtanha,3122.0,6.0,2.0,250.0,4
12193,Sarjapur  Road,Mailsaf,1205.0,2.0,2.0,37.0,2
12194,5th Phase JP Nagar,NDncysi,1450.0,2.0,2.0,73.0,3
12197,Dasarahalli,Prndsde,1200.0,2.0,2.0,42.0,2
12199,Kalena Agrahara,Mykyayi,1837.0,2.0,2.0,95.0,3
12200,Whitefield,Prtates,1346.0,2.0,1.0,76.01,2
12201,Balagere,Soresea,1012.0,2.0,1.0,68.0,2
12202,other,Sothadr,1950.2,3.0,2.0,193.0,3
12204,Kaggadasapura,SraruSr,1500.0,2.0,2.0,60.0,3
12205,Harlur,Prncyrn,1197.0,2.0,1.0,79.9,2
12206,Chandapura,SunceEs,1230.0,2.0,2.0,31.37,3
12208,other,Aconyit,1563.0,2.0,2.0,52.0,3
12210,Hebbal Kempapura,GonumPl,3729.0,4.0,2.0,384.0,4
12211,Sarjapur  Road,Krs A C,1600.0,3.0,1.0,120.0,3
12212,Green Glen Layout,SoosePr,1715.0,3.0,3.0,120.0,3
12214,Ramagondanahalli,ViistLa,1151.0,2.0,2.0,42.5,2
12218,Yelahanka,Velas V,1315.0,2.0,3.0,77.0,2
12221,Varthur,Muistry,1600.0,3.0,2.0,63.2,3
12222,Jakkur,BrdgeNo,1660.0,3.0,2.0,104.0,3
12223,Kodichikkanahalli,Peace P,1299.0,2.0,3.0,58.0,2
12224,Haralur Road,Ozensve,953.0,2.0,1.0,90.0,2
12225,Gunjur,Paestol,1457.0,2.0,3.0,60.0,2
12228,Yelahanka,Prdomt ,1075.0,2.0,1.0,33.53,3
12229,Kanakpura Road,JRrnauv,1450.0,3.0,3.0,51.0,3
12230,Iblur Village,Emine P,5515.0,6.0,2.0,425.0,5
12231,Bellandur,Trows M,950.0,1.0,1.0,40.0,1
